claim_id,claim_text_or_token,value,source_file_and_field,evidence_date,evidence_role,page_audience,status,action
data:e12_cudd.integrity.packed_equal_cm_cse_flat_all,e12_cudd.integrity.packed_equal_cm_cse_flat_all,True,"deliverables_n22_24/b5_cudd_2026_08_03_run5/CM_b5_cudd_matched_summary_2026_08_03.csv :: all rows (medians per stratum) | deliverables_n22_24/b5_cudd_2026_08_03_run5/cm_b5_cudd_matched_results_2026_08_03.json :: rows[].robdd_is_cudd, .cudd_full_extraction_equal, .packed_equal_cm_cse_flat; _meta | deliverables_n22_24/b5_cudd_2026_08_03_run5/b5_pod_audit_2026_08_03.json :: cpu_flavor, vcpu_count, terminated, state.env",2026-08-03,accepted benchmark or repository evidence,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e12_cudd.extract_vs_kernel[0].live_k,e12_cudd.extract_vs_kernel[0].live_k,8,"deliverables_n22_24/b5_cudd_2026_08_03_run5/CM_b5_cudd_matched_summary_2026_08_03.csv :: all rows (medians per stratum) | deliverables_n22_24/b5_cudd_2026_08_03_run5/cm_b5_cudd_matched_results_2026_08_03.json :: rows[].robdd_is_cudd, .cudd_full_extraction_equal, .packed_equal_cm_cse_flat; _meta | deliverables_n22_24/b5_cudd_2026_08_03_run5/b5_pod_audit_2026_08_03.json :: cpu_flavor, vcpu_count, terminated, state.env",2026-08-03,accepted benchmark or repository evidence,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e12_cudd.extract_vs_kernel[0].factor,e12_cudd.extract_vs_kernel[0].factor,73.81623651087571,"deliverables_n22_24/b5_cudd_2026_08_03_run5/CM_b5_cudd_matched_summary_2026_08_03.csv :: all rows (medians per stratum) | deliverables_n22_24/b5_cudd_2026_08_03_run5/cm_b5_cudd_matched_results_2026_08_03.json :: rows[].robdd_is_cudd, .cudd_full_extraction_equal, .packed_equal_cm_cse_flat; _meta | deliverables_n22_24/b5_cudd_2026_08_03_run5/b5_pod_audit_2026_08_03.json :: cpu_flavor, vcpu_count, terminated, state.env",2026-08-03,accepted benchmark or repository evidence,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e12_cudd.extract_vs_kernel[1].live_k,e12_cudd.extract_vs_kernel[1].live_k,12,"deliverables_n22_24/b5_cudd_2026_08_03_run5/CM_b5_cudd_matched_summary_2026_08_03.csv :: all rows (medians per stratum) | deliverables_n22_24/b5_cudd_2026_08_03_run5/cm_b5_cudd_matched_results_2026_08_03.json :: rows[].robdd_is_cudd, .cudd_full_extraction_equal, .packed_equal_cm_cse_flat; _meta | deliverables_n22_24/b5_cudd_2026_08_03_run5/b5_pod_audit_2026_08_03.json :: cpu_flavor, vcpu_count, terminated, state.env",2026-08-03,accepted benchmark or repository evidence,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e12_cudd.extract_vs_kernel[1].factor,e12_cudd.extract_vs_kernel[1].factor,1058.6337867398656,"deliverables_n22_24/b5_cudd_2026_08_03_run5/CM_b5_cudd_matched_summary_2026_08_03.csv :: all rows (medians per stratum) | deliverables_n22_24/b5_cudd_2026_08_03_run5/cm_b5_cudd_matched_results_2026_08_03.json :: rows[].robdd_is_cudd, .cudd_full_extraction_equal, .packed_equal_cm_cse_flat; _meta | deliverables_n22_24/b5_cudd_2026_08_03_run5/b5_pod_audit_2026_08_03.json :: cpu_flavor, vcpu_count, terminated, state.env",2026-08-03,accepted benchmark or repository evidence,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e12_cudd.extract_vs_kernel[2].live_k,e12_cudd.extract_vs_kernel[2].live_k,16,"deliverables_n22_24/b5_cudd_2026_08_03_run5/CM_b5_cudd_matched_summary_2026_08_03.csv :: all rows (medians per stratum) | deliverables_n22_24/b5_cudd_2026_08_03_run5/cm_b5_cudd_matched_results_2026_08_03.json :: rows[].robdd_is_cudd, .cudd_full_extraction_equal, .packed_equal_cm_cse_flat; _meta | deliverables_n22_24/b5_cudd_2026_08_03_run5/b5_pod_audit_2026_08_03.json :: cpu_flavor, vcpu_count, terminated, state.env",2026-08-03,accepted benchmark or repository evidence,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e12_cudd.extract_vs_kernel[2].factor,e12_cudd.extract_vs_kernel[2].factor,12781.726637662348,"deliverables_n22_24/b5_cudd_2026_08_03_run5/CM_b5_cudd_matched_summary_2026_08_03.csv :: all rows (medians per stratum) | deliverables_n22_24/b5_cudd_2026_08_03_run5/cm_b5_cudd_matched_results_2026_08_03.json :: rows[].robdd_is_cudd, .cudd_full_extraction_equal, .packed_equal_cm_cse_flat; _meta | deliverables_n22_24/b5_cudd_2026_08_03_run5/b5_pod_audit_2026_08_03.json :: cpu_flavor, vcpu_count, terminated, state.env",2026-08-03,accepted benchmark or repository evidence,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e12_cudd.pod.vcpu,e12_cudd.pod.vcpu,2,"deliverables_n22_24/b5_cudd_2026_08_03_run5/CM_b5_cudd_matched_summary_2026_08_03.csv :: all rows (medians per stratum) | deliverables_n22_24/b5_cudd_2026_08_03_run5/cm_b5_cudd_matched_results_2026_08_03.json :: rows[].robdd_is_cudd, .cudd_full_extraction_equal, .packed_equal_cm_cse_flat; _meta | deliverables_n22_24/b5_cudd_2026_08_03_run5/b5_pod_audit_2026_08_03.json :: cpu_flavor, vcpu_count, terminated, state.env",2026-08-03,accepted benchmark or repository evidence,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e12_cudd.pod.terminated,e12_cudd.pod.terminated,True,"deliverables_n22_24/b5_cudd_2026_08_03_run5/CM_b5_cudd_matched_summary_2026_08_03.csv :: all rows (medians per stratum) | deliverables_n22_24/b5_cudd_2026_08_03_run5/cm_b5_cudd_matched_results_2026_08_03.json :: rows[].robdd_is_cudd, .cudd_full_extraction_equal, .packed_equal_cm_cse_flat; _meta | deliverables_n22_24/b5_cudd_2026_08_03_run5/b5_pod_audit_2026_08_03.json :: cpu_flavor, vcpu_count, terminated, state.env",2026-08-03,accepted benchmark or repository evidence,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e12_cudd.pod.dd_cudd,e12_cudd.pod.dd_cudd,True,"deliverables_n22_24/b5_cudd_2026_08_03_run5/CM_b5_cudd_matched_summary_2026_08_03.csv :: all rows (medians per stratum) | deliverables_n22_24/b5_cudd_2026_08_03_run5/cm_b5_cudd_matched_results_2026_08_03.json :: rows[].robdd_is_cudd, .cudd_full_extraction_equal, .packed_equal_cm_cse_flat; _meta | deliverables_n22_24/b5_cudd_2026_08_03_run5/b5_pod_audit_2026_08_03.json :: cpu_flavor, vcpu_count, terminated, state.env",2026-08-03,accepted benchmark or repository evidence,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e12_cudd.pod.eval_samples,e12_cudd.pod.eval_samples,256,"deliverables_n22_24/b5_cudd_2026_08_03_run5/CM_b5_cudd_matched_summary_2026_08_03.csv :: all rows (medians per stratum) | deliverables_n22_24/b5_cudd_2026_08_03_run5/cm_b5_cudd_matched_results_2026_08_03.json :: rows[].robdd_is_cudd, .cudd_full_extraction_equal, .packed_equal_cm_cse_flat; _meta | deliverables_n22_24/b5_cudd_2026_08_03_run5/b5_pod_audit_2026_08_03.json :: cpu_flavor, vcpu_count, terminated, state.env",2026-08-03,accepted benchmark or repository evidence,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e14_schedule.rows[0].blocked,e14_schedule.rows[0].blocked,0.8876462484974261,"deliverables_n22_24/b1_e3_replay_2026_08_03/CM_gap_e3_corrected_summary_2026_08_02.csv :: schedule=blocked|round_robin, group=all and per-cell groups | deliverables_n22_24/CM_gap_e3_corrected_summary_2026_08_02.csv :: schedule=blocked|round_robin, group=all (archived 2026-08-02 run, for contrast) | deliverables_n22_24/epfl_run_2026_08_03/cm_gap_epfl_analysis_2026_08_03.json :: primary_blocked_cm_cse_flat, round_robin_cm_cse_flat | deliverables_n22_24/b6_pod_replication_2026_08_03/b6_analysis_2026_08_03.json :: pods[].blocked_geomean, pods[].rr_geomean",2026-08-03,historical/superseded,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e14_schedule.rows[0].rr,e14_schedule.rows[0].rr,0.9335901967322833,"deliverables_n22_24/b1_e3_replay_2026_08_03/CM_gap_e3_corrected_summary_2026_08_02.csv :: schedule=blocked|round_robin, group=all and per-cell groups | deliverables_n22_24/CM_gap_e3_corrected_summary_2026_08_02.csv :: schedule=blocked|round_robin, group=all (archived 2026-08-02 run, for contrast) | deliverables_n22_24/epfl_run_2026_08_03/cm_gap_epfl_analysis_2026_08_03.json :: primary_blocked_cm_cse_flat, round_robin_cm_cse_flat | deliverables_n22_24/b6_pod_replication_2026_08_03/b6_analysis_2026_08_03.json :: pods[].blocked_geomean, pods[].rr_geomean",2026-08-03,historical/superseded,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e14_schedule.rows[0].delta_pct,e14_schedule.rows[0].delta_pct,5.175929973525983,"deliverables_n22_24/b1_e3_replay_2026_08_03/CM_gap_e3_corrected_summary_2026_08_02.csv :: schedule=blocked|round_robin, group=all and per-cell groups | deliverables_n22_24/CM_gap_e3_corrected_summary_2026_08_02.csv :: schedule=blocked|round_robin, group=all (archived 2026-08-02 run, for contrast) | deliverables_n22_24/epfl_run_2026_08_03/cm_gap_epfl_analysis_2026_08_03.json :: primary_blocked_cm_cse_flat, round_robin_cm_cse_flat | deliverables_n22_24/b6_pod_replication_2026_08_03/b6_analysis_2026_08_03.json :: pods[].blocked_geomean, pods[].rr_geomean",2026-08-03,historical/superseded,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e14_schedule.rows[1].blocked,e14_schedule.rows[1].blocked,0.8879217710221067,"deliverables_n22_24/b1_e3_replay_2026_08_03/CM_gap_e3_corrected_summary_2026_08_02.csv :: schedule=blocked|round_robin, group=all and per-cell groups | deliverables_n22_24/CM_gap_e3_corrected_summary_2026_08_02.csv :: schedule=blocked|round_robin, group=all (archived 2026-08-02 run, for contrast) | deliverables_n22_24/epfl_run_2026_08_03/cm_gap_epfl_analysis_2026_08_03.json :: primary_blocked_cm_cse_flat, round_robin_cm_cse_flat | deliverables_n22_24/b6_pod_replication_2026_08_03/b6_analysis_2026_08_03.json :: pods[].blocked_geomean, pods[].rr_geomean",2026-08-03,historical/superseded,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e14_schedule.rows[1].rr,e14_schedule.rows[1].rr,0.9049167610676561,"deliverables_n22_24/b1_e3_replay_2026_08_03/CM_gap_e3_corrected_summary_2026_08_02.csv :: schedule=blocked|round_robin, group=all and per-cell groups | deliverables_n22_24/CM_gap_e3_corrected_summary_2026_08_02.csv :: schedule=blocked|round_robin, group=all (archived 2026-08-02 run, for contrast) | deliverables_n22_24/epfl_run_2026_08_03/cm_gap_epfl_analysis_2026_08_03.json :: primary_blocked_cm_cse_flat, round_robin_cm_cse_flat | deliverables_n22_24/b6_pod_replication_2026_08_03/b6_analysis_2026_08_03.json :: pods[].blocked_geomean, pods[].rr_geomean",2026-08-03,historical/superseded,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e14_schedule.rows[1].delta_pct,e14_schedule.rows[1].delta_pct,1.914018847176835,"deliverables_n22_24/b1_e3_replay_2026_08_03/CM_gap_e3_corrected_summary_2026_08_02.csv :: schedule=blocked|round_robin, group=all and per-cell groups | deliverables_n22_24/CM_gap_e3_corrected_summary_2026_08_02.csv :: schedule=blocked|round_robin, group=all (archived 2026-08-02 run, for contrast) | deliverables_n22_24/epfl_run_2026_08_03/cm_gap_epfl_analysis_2026_08_03.json :: primary_blocked_cm_cse_flat, round_robin_cm_cse_flat | deliverables_n22_24/b6_pod_replication_2026_08_03/b6_analysis_2026_08_03.json :: pods[].blocked_geomean, pods[].rr_geomean",2026-08-03,historical/superseded,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e14_schedule.rows[2].blocked,e14_schedule.rows[2].blocked,0.9998256738822606,"deliverables_n22_24/b1_e3_replay_2026_08_03/CM_gap_e3_corrected_summary_2026_08_02.csv :: schedule=blocked|round_robin, group=all and per-cell groups | deliverables_n22_24/CM_gap_e3_corrected_summary_2026_08_02.csv :: schedule=blocked|round_robin, group=all (archived 2026-08-02 run, for contrast) | deliverables_n22_24/epfl_run_2026_08_03/cm_gap_epfl_analysis_2026_08_03.json :: primary_blocked_cm_cse_flat, round_robin_cm_cse_flat | deliverables_n22_24/b6_pod_replication_2026_08_03/b6_analysis_2026_08_03.json :: pods[].blocked_geomean, pods[].rr_geomean",2026-08-03,historical/superseded,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e14_schedule.rows[2].rr,e14_schedule.rows[2].rr,1.007612429874372,"deliverables_n22_24/b1_e3_replay_2026_08_03/CM_gap_e3_corrected_summary_2026_08_02.csv :: schedule=blocked|round_robin, group=all and per-cell groups | deliverables_n22_24/CM_gap_e3_corrected_summary_2026_08_02.csv :: schedule=blocked|round_robin, group=all (archived 2026-08-02 run, for contrast) | deliverables_n22_24/epfl_run_2026_08_03/cm_gap_epfl_analysis_2026_08_03.json :: primary_blocked_cm_cse_flat, round_robin_cm_cse_flat | deliverables_n22_24/b6_pod_replication_2026_08_03/b6_analysis_2026_08_03.json :: pods[].blocked_geomean, pods[].rr_geomean",2026-08-03,historical/superseded,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e14_schedule.rows[2].delta_pct,e14_schedule.rows[2].delta_pct,0.7788113663731,"deliverables_n22_24/b1_e3_replay_2026_08_03/CM_gap_e3_corrected_summary_2026_08_02.csv :: schedule=blocked|round_robin, group=all and per-cell groups | deliverables_n22_24/CM_gap_e3_corrected_summary_2026_08_02.csv :: schedule=blocked|round_robin, group=all (archived 2026-08-02 run, for contrast) | deliverables_n22_24/epfl_run_2026_08_03/cm_gap_epfl_analysis_2026_08_03.json :: primary_blocked_cm_cse_flat, round_robin_cm_cse_flat | deliverables_n22_24/b6_pod_replication_2026_08_03/b6_analysis_2026_08_03.json :: pods[].blocked_geomean, pods[].rr_geomean",2026-08-03,historical/superseded,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e14_schedule.rows[3].blocked,e14_schedule.rows[3].blocked,0.8772900022776817,"deliverables_n22_24/b1_e3_replay_2026_08_03/CM_gap_e3_corrected_summary_2026_08_02.csv :: schedule=blocked|round_robin, group=all and per-cell groups | deliverables_n22_24/CM_gap_e3_corrected_summary_2026_08_02.csv :: schedule=blocked|round_robin, group=all (archived 2026-08-02 run, for contrast) | deliverables_n22_24/epfl_run_2026_08_03/cm_gap_epfl_analysis_2026_08_03.json :: primary_blocked_cm_cse_flat, round_robin_cm_cse_flat | deliverables_n22_24/b6_pod_replication_2026_08_03/b6_analysis_2026_08_03.json :: pods[].blocked_geomean, pods[].rr_geomean",2026-08-03,historical/superseded,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e14_schedule.rows[3].rr,e14_schedule.rows[3].rr,0.88265646068131,"deliverables_n22_24/b1_e3_replay_2026_08_03/CM_gap_e3_corrected_summary_2026_08_02.csv :: schedule=blocked|round_robin, group=all and per-cell groups | deliverables_n22_24/CM_gap_e3_corrected_summary_2026_08_02.csv :: schedule=blocked|round_robin, group=all (archived 2026-08-02 run, for contrast) | deliverables_n22_24/epfl_run_2026_08_03/cm_gap_epfl_analysis_2026_08_03.json :: primary_blocked_cm_cse_flat, round_robin_cm_cse_flat | deliverables_n22_24/b6_pod_replication_2026_08_03/b6_analysis_2026_08_03.json :: pods[].blocked_geomean, pods[].rr_geomean",2026-08-03,historical/superseded,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e14_schedule.rows[3].delta_pct,e14_schedule.rows[3].delta_pct,0.6117086014539641,"deliverables_n22_24/b1_e3_replay_2026_08_03/CM_gap_e3_corrected_summary_2026_08_02.csv :: schedule=blocked|round_robin, group=all and per-cell groups | deliverables_n22_24/CM_gap_e3_corrected_summary_2026_08_02.csv :: schedule=blocked|round_robin, group=all (archived 2026-08-02 run, for contrast) | deliverables_n22_24/epfl_run_2026_08_03/cm_gap_epfl_analysis_2026_08_03.json :: primary_blocked_cm_cse_flat, round_robin_cm_cse_flat | deliverables_n22_24/b6_pod_replication_2026_08_03/b6_analysis_2026_08_03.json :: pods[].blocked_geomean, pods[].rr_geomean",2026-08-03,historical/superseded,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
